183,2019/12/21,c3,88,12320618
188,2019/12/21,c3,396,12320618
342,2019/12/29,c3,220,12320618
350,2019/12/30,c3,66,12320618
360,2019/12/30,c3,374,12320618
403,2019/12/30,c3,308,12320618
405,2019/12/31,c3,176,12320618
871,2020/01/13,c3,88,12320618
883,2020/01/13,c3,44,12320618
896,2020/01/14,c3,220,12320618
910,2020/01/14,c3,88,12320618
923,2020/01/14,c3,154,12320618
990,2020/01/15,c3,176,12320618
1142,2020/01/20,c3,264,12320618
1211,2020/01/20,c3,88,12320618
1275,2020/01/21,c3,176,12320618
1281,2020/01/21,c3,132,12320618
1284,2020/01/21,c3,220,12320618
1312,2020/01/22,c3,242,12320618
1525,2020/01/27,c3,220,12320618
1543,2020/01/27,c3,220,12320618
1504,2020/01/28,c3,176,12320618
1576,2020/01/28,c3,110,12320618
1611,2020/01/28,c3,264,12320618
1694,2020/01/29,c3,110,12320618
1877,2020/02/03,c3,132,12320618
1903,2020/02/03,c3,110,12320618
1944,2020/02/04,c3,66,12320618
1952,2020/02/04,c3,132,12320618
1967,2020/02/04,c3,176,12320618
2001,2020/02/05,c3,110,12320618
2215,2020/02/10,c3,44,12320618
2222,2020/02/10,c3,220,12320618
2255,2020/02/11,c3,308,12320618
2266,2020/02/11,c3,132,12320618
2549,2020/02/18,c3,396,12320618
2504,2020/02/19,c3,264,12320618
2594,2020/02/19,c3,264,12320618
