182,2019/12/21,c3,132,12320619
187,2019/12/21,c3,396,12320619
341,2019/12/29,c3,330,12320619
351,2019/12/30,c3,110,12320619
361,2019/12/30,c3,330,12320619
402,2019/12/30,c3,220,12320619
406,2019/12/31,c3,176,12320619
873,2020/01/13,c3,132,12320619
884,2020/01/13,c3,22,12320619
897,2020/01/14,c3,132,12320619
909,2020/01/14,c3,88,12320619
924,2020/01/14,c3,88,12320619
992,2020/01/15,c3,110,12320619
1143,2020/01/20,c3,176,12320619
1212,2020/01/20,c3,154,12320619
1273,2020/01/21,c3,110,12320619
1282,2020/01/21,c3,264,12320619
1286,2020/01/21,c3,396,12320619
1313,2020/01/22,c3,242,12320619
1526,2020/01/27,c3,132,12320619
1544,2020/01/27,c3,220,12320619
1502,2020/01/28,c3,154,12320619
1577,2020/01/28,c3,154,12320619
1610,2020/01/28,c3,176,12320619
1693,2020/01/29,c3,132,12320619
1876,2020/02/03,c3,44,12320619
1902,2020/02/03,c3,154,12320619
1943,2020/02/04,c3,22,12320619
1951,2020/02/04,c3,88,12320619
1968,2020/02/04,c3,44,12320619
2000,2020/02/05,c3,44,12320619
2216,2020/02/10,c3,44,12320619
2254,2020/02/11,c3,66,12320619
2548,2020/02/18,c3,132,12320619
2503,2020/02/19,c3,132,12320619
2595,2020/02/19,c3,264,12320619
