65,2019/12/06,12322779,1995
78,2019/12/09,12322779,135
138,2019/12/19,12322779,420
163,2019/12/22,12322779,495
227,2019/12/23,12322779,225
278,2019/12/24,12322779,630
297,2019/12/27,12322779,1425
380,2019/12/29,12322779,225
354,2019/12/30,12322779,770
416,2019/12/31,12322779,834
544,2020/01/02,12322779,1890
13,2020/01/03,12322779,747
121,2020/01/07,12322779,5194
741,2020/01/09,12322779,525
769,2020/01/10,12322779,195
813,2020/01/13,12322779,426
20,2020/01/14,12322779,2925
947,2020/01/15,12322779,1919
1041,2020/01/16,12322779,420
293,2020/01/17,12322779,1636
1134,2020/01/20,12322779,2953
1253,2020/01/21,12322779,315
1311,2020/01/22,12322779,156
1354,2020/01/23,12322779,795
1440,2020/01/24,12322779,735
1481,2020/01/27,12322779,855
1663,2020/01/29,12322779,855
1746,2020/01/30,12322779,1770
809,2020/01/31,12322779,495
1886,2020/02/03,12322779,174
1909,2020/02/04,12322779,375
2036,2020/02/05,12322779,468
2061,2020/02/06,12322779,2529
2094,2020/02/07,12322779,504
2166,2020/02/10,12322779,945
2270,2020/02/11,12322779,167
1551,2020/02/12,12322779,1305
2305,2020/02/13,12322779,585
2407,2020/02/14,12322779,327
2480,2020/02/17,12322779,180
2515,2020/02/18,12322779,825
2680,2020/02/20,12322779,210
2694,2020/02/21,12322779,1500
