63,2019/12/06,12246740,65
45,2019/12/20,12246740,104
196,2019/12/23,12246740,104
284,2019/12/25,12246740,104
9,2019/12/30,12246740,208
491,2019/12/31,12246740,104
514,2020/01/01,12246740,104
510,2020/01/02,12246740,104
39,2020/01/03,12246740,728
577,2020/01/06,12246740,104
665,2020/01/07,12246740,208
778,2020/01/10,12246740,312
823,2020/01/13,12246740,104
898,2020/01/14,12246740,455
2,2020/01/15,12246740,13714
1038,2020/01/16,12246740,104
24,2020/01/17,12246740,208
1209,2020/01/20,12246740,104
1243,2020/01/21,12246740,559
17,2020/01/22,12246740,312
61,2020/01/23,12246740,284
1417,2020/01/24,12246740,416
89,2020/01/27,12246740,377
642,2020/01/28,12246740,533
23,2020/01/29,12246740,350
1756,2020/01/30,12246740,104
289,2020/01/31,12246740,520
94,2020/02/03,12246740,312
1926,2020/02/04,12246740,624
112,2020/02/05,12246740,208
2091,2020/02/06,12246740,104
2063,2020/02/07,12246740,416
2161,2020/02/10,12246740,416
2251,2020/02/11,12246740,520
2392,2020/02/14,12246740,858
31,2020/02/18,12246740,572
44,2020/02/19,12246740,19694
2613,2020/02/20,12246740,273
2697,2020/02/21,12246740,728
